seq,title,url,image_url,ingredients_text,steps_text,tags,publish_date
F01-1388,【食譜】芋頭牛奶冰棒:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1388,https://d3l76hx23vw40a.cloudfront.net/recipe/whk061-009.jpg,【材　料】、芋頭:200公克、二砂糖:50公克、熱水:100cc、鮮奶:50cc,"1. 1.芋頭去皮洗淨後，擦乾切成小丁，備用。
2. 2.將作法1的芋頭丁放入蒸鍋中，用大火蒸約20~30分鐘後，取出待涼，用果汁機打成泥狀。
3. 3.將作法2的芋泥加入混勻的糖水攪拌均勻，再加入鮮奶拌勻，待涼後分裝入冰棒模型中，放入冷凍庫中冷凍至結塊即可。",,
F01-0454,【食譜】馬鈴薯培根車輪餅:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0454,https://d3l76hx23vw40a.cloudfront.net/recipe/yb23-056.jpg,【材　料】、日式車輪餅皮麵糊:500公克、馬鈴薯泥:300公克、培根:30公克、洋蔥:1/2顆、奶油:20公克、鮮奶油:15公克、蕃茄醬:15公克、紅椒粉:少許、鹽:少許、胡椒粉:少許、低筋麵粉:裹料：  適量、蛋液:適量、麵包粉:適量、蕃茄醬:淋醬：  20公克、黃芥末:12公克、美奶滋:20公克,"1. 1.培根、洋蔥切細末，培根放入油鍋中煎至油脂釋出取出；再放入洋蔥炒至呈透明取出；淋醬調勻備用。
2. 2.馬鈴薯去皮，放入已煮開的蒸籠內蒸熟，取出放入鋼盆中以直型打蛋器搗成泥狀。
3. 3.將作法1、2放入鋼盆中拌勻，再加入蕃茄醬、紅椒粉和鹽、胡椒粉調味拌勻。
4. 4.取出作法3整型成每個50公克，再依序沾上低筋麵粉、蛋液、麵包粉，再放入180℃油鍋中炸至表面呈金黃色撈起瀝油，即為馬鈴薯培根餡。
5. 5.將烤模放在爐上以小火預熱後，再用毛刷塗抹上一層薄薄奶油，將日式車輪餅皮麵糊略拌後倒入烤模的凹槽內（約6分滿），再用桿麵棍旋開麵糊，然後待麵糊冒出孔洞稍膨脹後，即可填入適量馬鈴薯培根餡。
6. 6.再倒麵糊至另一個凹槽內（約5分滿），等麵糊呈形即為底部，擠上淋醬，再用尖錐挑起作法5，快速蓋在底部上面，以小火繼續燒烤，一面烤約2分鐘後再翻面烤至上色，至餅皮完全離模即可取出。",,
F01-223,【食譜】酥炸牛蒡:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-223,https://d3l76hx23vw40a.cloudfront.net/recipe/fk03-032b.jpg,【材　料】、A.牛蒡:1條、胡蘿蔔:1條、芝麻:少許、低筋麵粉:1/2杯、花生油:1杯、香油:1杯、沙拉油:4杯、B.低筋麵粉:1杯、沙拉油:2大匙、水:2/3杯、糖:2大匙,"1. 1.牛蒡、胡蘿蔔洗淨擦乾水分，胡蘿蔔去皮切絲，牛蒡以刀背部分刮去外皮，削絲後泡瀝乾水分；一併放入鋼盆加少許的乾麵粉混合拌勻。
2. 2.將所有材料B拌勻成粉漿，倒入作法1中，撒上芝麻拌勻，放置鍋鏟上備用。
3. 3.熱鍋，放入花生油、香油、沙拉油中火燒熱至170℃左右，將作法2的鍋鏟輕輕放入，待定型後使用另一鍋鏟鏟入油鍋中，炸至兩面呈金黃酥脆撈起瀝乾油份即可。",,
F01-0642,【食譜】石頭火鍋(2):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0642,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn09-018.jpg,【材　料】、洋蔥:湯底材料：  1/4顆、青蔥:1根、奶油:1大匙、水:250㏄、芋頭塊:火鍋料：  1塊、魚餃:2個、自製雞蛋餃:2個、金針菇:1把、豆皮:1個,"1. 1.先將所有火鍋料洗淨備用。
2. 2.洋蔥洗淨切絲；青蔥洗淨切段；金針菇去尾備用。
3. 3.起鍋，放入奶油燒熱後，先加入作法2的洋蔥絲、青蔥段爆香後，再加水以大火煮開即為湯底。
4. 4.所有火鍋料可依個人喜好順序放入作法3的鍋中，以大火煮熟即可食用。",,
F01-044,【食譜】西洋芹泡菜:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-044,https://d3l76hx23vw40a.cloudfront.net/recipe/kimchi-832.jpg,【材　料】、西洋芹:6支、蔥:2支、辣椒:2條、蒜末:2大匙、【調 味 料】、鹽:調味料Ａ：  1大匙 調味料Ｂ： 香油 1又1/2大匙 糖 1大匙 鹽 1小匙、香油:調味料Ｂ：  1又1/2大匙 糖 1大匙 鹽 1小匙、糖:1大匙 鹽 1小匙、鹽:1小匙,,,
F01-1531,【食譜】白果炒蘆筍:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1531,https://d3l76hx23vw40a.cloudfront.net/recipe/whk082-014a.jpg,【材　料】、白果:60公克、青蘆筍:300公克、鴻喜菇:50公克、薑片:10公克、辣椒絲:10公克、【調 味 料】、鹽:1/4小匙 細砂糖 少許 香菇粉 少許 白胡椒粉 少許 熱水 3大匙、細砂糖:少許 香菇粉 少許 白胡椒粉 少許 熱水 3大匙、香菇粉:少許 白胡椒粉 少許 熱水 3大匙、白胡椒粉:少許 熱水 3大匙、熱水:3大匙、,"1. 1.白果放入沸水中，汆燙一下撈出備用。
2. 2.青蘆筍洗淨切段；鴻喜菇洗淨備用。
3. 3.鍋燒熱，倒入適量油，加入薑片、辣椒絲爆香。
4. 4.再放入作法2的青蘆筍段、鴻喜菇拌炒一下。
5. 5.最後再放入作法1的白果和所有調味料拌炒入味即可。",,
F01-400,【食譜】蔥香串:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-400,https://d3l76hx23vw40a.cloudfront.net/recipe/bk101-016a.jpg,【材　料】、大蔥:2支、【調 味 料】、串燒醬:適量,"1. 1.將大蔥洗淨後均勻切成四等份長備用。
2. 2.取一竹籤把作法1的蔥段串起，熱一烤架在烤醬上塗上少許油再放上蔥串燒烤約8分熟。
3. 3.將作法2的蔥段塗上蔥燒醬汁，再放上烤架烤待其醬汁烤乾，重複此動作約2次至醬汁完全入味即可。",,
F01-361,【食譜】炸薯球(1):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-361,https://d3l76hx23vw40a.cloudfront.net/recipe/whk42-098b.jpg,【材　料】、馬鈴薯:1顆、奶油:30g、黑胡椒粗粉:少許、鹽:少許、牛奶:50cc、低筋麵粉:適量、雞蛋液:適量、麵包粉:適量,"1. 1.將馬鈴薯放入鍋內，加水至淹過馬鈴薯。
2. 2.先以大火煮開再轉小火煮約15分鐘，至馬鈴薯煮軟後，撈起去皮壓碎成泥。 將馬鈴薯泥、奶油、黑胡椒粗粉、鹽、牛奶拌勻後，捏成圓柱圓球狀。
3. 3.作法2沾上麵粉、雞蛋液、麵包粉，用約180度的油炸至呈金黃色瀝乾即可。",,
F01-0744,【食譜】芹菜涼拌粄條:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0744,https://d3l76hx23vw40a.cloudfront.net/recipe/bk142-027.jpg,【材　料】、粿仔條:300公克、熟瘦肉:80公克、紅蘿蔔:30公克、黑木耳:25公克、芹菜:150公克、辣椒末:10公克、蒜末:15公克、【調 味 料】、鹽:1/2小匙 雞粉 1/4小匙 糖 1/2小匙 白醋 少許 烏醋 1小匙 香油 1大匙、雞粉:1/4小匙 糖 1/2小匙 白醋 少許 烏醋 1小匙 香油 1大匙、糖:1/2小匙 白醋 少許 烏醋 1小匙 香油 1大匙、白醋:少許 烏醋 1小匙 香油 1大匙、烏醋:1小匙 香油 1大匙、香油:1大匙,"1. 1.芹菜切段；紅蘿蔔、黑木耳切絲；熟瘦肉切絲，備用。
2. 2.把作法1的紅蘿蔔絲、黑木耳絲與芹菜段放入滾水中汆燙至熟，撈出泡入冰水中待涼，再撈出瀝乾水分。
3. 3.作法2的所有材料與作法1的熟瘦肉絲放入調理盆中，加入蒜末、辣椒末、所有調味料拌勻。
4. 4.粿仔條放入滾水中汆燙一下即可撈出、瀝乾、吹涼盛盤，把作法3所有材料放置粿仔條上拌勻即可。",,
F01-0508,【食譜】蜜地瓜:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0508,https://d3l76hx23vw40a.cloudfront.net/recipe/bk113-015.jpg,【材　料】、地瓜:300公克、【調 味 料】、柳橙汁:300公克 蜂蜜 15公克 味醂 10公克 檸檬汁 15公克、蜂蜜:15公克 味醂 10公克 檸檬汁 15公克、味醂:10公克 檸檬汁 15公克、檸檬汁:15公克,"1. 1.地瓜洗淨並瀝乾水份後，切成約1公分的圓片，放入水中洗去澱粉質後，即撈起並瀝乾水份。
2. 2.起一鍋，將所有調味料放入鍋中拌煮沸騰。
3. 3.將作法1的地瓜片放入作法2的鍋中燉煮約20分鐘至地瓜熟軟，盛起冷卻即可。",,
F01-1094,【食譜】箭筍炒鮮菇:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1094,https://d3l76hx23vw40a.cloudfront.net/recipe/bk188-036b.jpg,【材　料】、箭筍:200公克、秀珍菇:100公克、蔥:10公克、辣椒:10公克、蒜頭:10公克、【調 味 料】、辣豆瓣醬:1大匙 細砂糖 1大匙 雞粉 1/2小匙 香油 1小匙 太白粉水 1小匙、細砂糖:1大匙 雞粉 1/2小匙 香油 1小匙 太白粉水 1小匙、雞粉:1/2小匙 香油 1小匙 太白粉水 1小匙、香油:1小匙 太白粉水 1小匙、太白粉水:1小匙,"1. 1.將箭筍和秀珍菇放入滾水中汆燙，撈起備用。
2. 2.將蔥、辣椒切段，蒜頭切片備用。
3. 3.起油鍋，放入1大匙沙拉油，加入作法2的所有材料爆香。
4. 4.再放入所有調味料﹝除太白粉水外﹞快炒均勻，最後加入太白粉水勾芡即可。",,
F01-0564,【食譜】蒜味桂竹筍:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0564,https://d3l76hx23vw40a.cloudfront.net/recipe/bk117-014a.jpg,【材　料】、桂竹筍:400公克、甜豆:50公克、蒜頭:30公克、沙拉油:50㏄、【調 味 料】、水:150㏄ 米酒 30㏄ 雞粉 3公克 鹽 適量、米酒:30㏄ 雞粉 3公克 鹽 適量、雞粉:3公克 鹽 適量、鹽:適量,"1. 1.桂竹筍煮熟去殼，拍裂成約5公分的長段；蒜頭切成片狀，備用。
2. 2.熱一鍋，倒入沙拉油，放入作法1的蒜片以中火炸至金黃色後撈起，再放入甜豆過油後撈起備用。
3. 3.再將作法1的桂竹筍段放入作法2的鍋中拌炒一下，加入水、米酒、雞粉燜煮入味至略收汁，再放入作法2的蒜片、甜豆拌炒均勻，加鹽調味即可。",,
F01-0471,【食譜】豆干涼拌豆芽:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0471,https://d3l76hx23vw40a.cloudfront.net/recipe/pk01-139.jpg,【材　料】、豆干:2塊、綠豆芽:300公克、西芹:70公克、蒜頭:3粒、辣椒:1條、【調 味 料】、鹽:1/4茶匙 糖 1茶匙 白醋 1/2茶匙 醬油 1/4茶匙 香油 1/2茶匙、糖:1茶匙 白醋 1/2茶匙 醬油 1/4茶匙 香油 1/2茶匙、白醋:1/2茶匙 醬油 1/4茶匙 香油 1/2茶匙、醬油:1/4茶匙 香油 1/2茶匙、香油:1/2茶匙,"1. 1.蒜頭去膜、頭尾洗淨切絲；辣椒洗淨切絲，以熟食動作處理。
2. 2.豆干洗淨切片再切絲；西芹去皮、莖，切絲，皆做燙熟減菌動作後泡涼瀝乾備用。
3. 3.綠豆芽去頭尾洗淨，做燙熟減菌動作後泡涼瀝乾備用。
4. 4.所有調味料入鍋中煮熟成醬汁備用。
5. 5.取一熟食碗，依序加入作法1∼3的材料，再倒入醬汁一起拌勻即可。",,
F01-1053,【食譜】土豆炒青椒:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1053,https://d3l76hx23vw40a.cloudfront.net/recipe/gy71-068.jpg,【材　料】、馬鈴薯:350公克、青椒:100公克、蒜末:10公克、花椒粒:5公克、乾辣椒段:10公克、【調 味 料】、糖:少許 鹽 1/4小匙 白醋 1大匙 雞粉 1/4小匙、鹽:1/4小匙 白醋 1大匙 雞粉 1/4小匙、白醋:1大匙 雞粉 1/4小匙、雞粉:1/4小匙,"1. 1.馬鈴薯去皮洗淨切絲，稍微浸泡清水一下後，沖洗乾淨瀝乾；青椒洗淨去籽切絲，備用。
2. 2.熱鍋，倒入2大匙油，放入花椒粒、乾辣椒段以小火爆香後，取出花椒粒與乾辣椒，留油備用。
3. 3.於作法2鍋中放入蒜末炒香，再放作法1的馬鈴薯絲炒勻，再加入青椒絲與所有調味料炒勻即可。",,
F01-1132,【食譜】奶油焗烤綠竹筍:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1132,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn42-021.jpg,【材　料】、綠竹筍:1支、【調 味 料】、奶油白醬:2大匙 蛋黃 1顆、蛋黃:1顆,"1. 1.綠竹筍洗淨瀝乾，縱向對切，挖空竹筍後切小塊狀，以小火將筍塊煮熟，撈起瀝乾。
2. 2.將作法1煮熟的筍塊和調味料混合拌勻，填入挖空的筍殼中。
3. 3.放入預熱烤箱中，以上火230℃下火100℃烤約10分鐘至表面呈金黃色澤即可。",,
F01-274,【食譜】菜脯米內餡:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-274,https://d3l76hx23vw40a.cloudfront.net/recipe/hq13-024b.jpg,【材　料】、菜脯米:180公克、香菇:45公克、鹽:6公克、白胡椒粉:6公克、細砂糖:15公克、香油:15公克、醬油:25公克、蔥花:少許、紅蔥酥:20公克、豬絞肉:400公克,"1. 1.將菜脯米以清水洗淨後切碎，加入香菇、鹽、白胡椒粉、細砂糖、香油、醬油拌勻。
2. 2.在作法1的材料中，加入蔥花、紅蔥酥一起混合攪拌均勻。
3. 3.最後將豬絞肉倒入作法2的材料中混拌均勻即可。",,
F01-219,【食譜】炸蕃薯條:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-219,https://d3l76hx23vw40a.cloudfront.net/recipe/bk69-043.jpg,【材　料】、中型蕃薯:2條、炸油:適量、低筋麵粉:適量、胡椒粉:適量,"1. 1.蕃薯削皮切成長條備用。
2. 2.熱鍋，放入炸油預熱至160℃，將作法1的蕃薯條放入鍋中，以中小火將蕃薯條炸3分鐘，炸的時候不時翻動蕃薯條，使其受熱均勻，再將蕃薯條撈出，瀝乾油分，並讓蕃薯條冷卻一下，均勻沾裹上低筋麵粉。
3. 3.熱鍋，大火加熱炸油至180℃，再將蕃薯條回鍋炸至金黃酥脆，撈出瀝乾油脂，趁熱撒上胡椒粉即可。",,
F01-1389,【食譜】干貝燴芥菜:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1389,https://d3l76hx23vw40a.cloudfront.net/recipe/whk058-103.jpg,【材　料】、干貝:2個、芥菜心:400公克、小蘇打:1小匙、薑末:5公克、【調 味 料】、A.沙拉油:2大匙 鹽 1/4小匙 細糖 1/6小匙 高湯 120㏄ B.高湯 200㏄ 鹽 1/4小匙 細糖 1/4小匙 太白粉水 1大匙 香油 1小匙、鹽:1/4小匙 細糖 1/6小匙 高湯 120㏄ B.高湯 200㏄ 鹽 1/4小匙 細糖 1/4小匙 太白粉水 1大匙 香油 1小匙、細糖:1/6小匙 高湯 120㏄ B.高湯 200㏄ 鹽 1/4小匙 細糖 1/4小匙 太白粉水 1大匙 香油 1小匙、高湯:120㏄ B.高湯 200㏄ 鹽 1/4小匙 細糖 1/4小匙 太白粉水 1大匙 香油 1小匙、B.高湯:200㏄ 鹽 1/4小匙 細糖 1/4小匙 太白粉水 1大匙 香油 1小匙、鹽:1/4小匙 細糖 1/4小匙 太白粉水 1大匙 香油 1小匙、細糖:1/4小匙 太白粉水 1大匙 香油 1小匙、太白粉水:1大匙 香油 1小匙、香油:1小匙、,"1. 1.干貝放碗裡加入水(淹過干貝)，放入蒸籠中蒸約15分鐘後放涼剝絲備用。
2. 2.芥菜心選外緣較厚大的葉片剝開成一片片，中心的菜心部分對切備用。
3. 3.取約1000㏄的水，加入小蘇打，滾沸後放入作法2的芥菜心，以小火煮約3分鐘後，將芥菜心撈起沖冷水約3分鐘，沖去鹼味後撈起瀝乾。
4. 4.熱鍋，倒入約2大匙沙拉油，以小火爆香薑末後放入作法2的芥菜心及調味料A，轉中火略翻炒約1分鐘後取出芥菜心（湯汁不要），將芥菜心舖於盤上。
5. 5.另熱一鍋，放入調味料B中的高湯、鹽、細糖及作法1的干貝絲煮沸後，以太白粉水勾芡，加入香油，淋在作法4的芥菜上即可。",,
F01-1107,【食譜】和風蘆筍:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1107,https://d3l76hx23vw40a.cloudfront.net/recipe/bk189-016a.jpg,【材　料】、蘆筍:180公克、和風醬:適量,"1. 1.首先將蘆筍去老皮，放入滾水中以中火汆燙約1分鐘，撈起再放入冰水中冰鎮備用。
2. 2.再將作法1的蘆筍擺盤，再淋入和風醬即可。",,
F01-431,【食譜】蘿蔔湯:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-431,https://d3l76hx23vw40a.cloudfront.net/recipe/whk46-088a.jpg,【材　料】、白蘿蔔:1條、紅蘿蔔:1/2條、甜不辣:300公克、香菜:適量、【調 味 料】、鹽:1大匙 雞粉 1大匙 胡椒 適量、雞粉:1大匙 胡椒 適量、胡椒:適量,"1. 1.紅、白蘿蔔去皮切滾刀塊，汆燙備用。
2. 2.甜不辣汆燙備用。
3. 3.高湯2000㏄煮滾，放入作法1蘿蔔煮爛。
4. 4.續放入作法2甜不辣煮熟，加入調味料調味，起鍋後撒上香菜末即可。",,
F01-0458,【食譜】黃豆芽拌菜:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0458,https://d3l76hx23vw40a.cloudfront.net/recipe/ck49-010a.jpg,【材　料】、黃豆芽:200公克、【調 味 料】、韓式辣醬:1大匙 魚露 1中匙 細砂糖 少許 胡麻油 1中匙、魚露:1中匙 細砂糖 少許 胡麻油 1中匙、細砂糖:少許 胡麻油 1中匙、胡麻油:1中匙,"1. 1.將黃豆芽用水洗淨。
2. 2.將作法1挑去雜質。
3. 3.將作法2用熱水汆燙2-3分鐘。
4. 4.撈出黃豆芽並放入冷水中浸泡。
5. 5.將作法4撈出並瀝乾水份後，放入一容器中，並陸續加入韓式辣醬、魚露、細砂糖。
6. 6.將作法5混拌均後，再加入胡麻油拌勻並醃漬20分鐘即可。",,
F01-0941,【食譜】芝麻炒牛蒡:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0941,https://d3l76hx23vw40a.cloudfront.net/recipe/bk165-043a.jpg,【材　料】、牛蒡:200公克、紅蘿蔔:適量、薑:10公克、熟白芝麻:少許、【調 味 料】、素烏醋:1小匙 鹽 1/4小匙 細砂糖 1/4小匙 白醋 少許、鹽:1/4小匙 細砂糖 1/4小匙 白醋 少許、細砂糖:1/4小匙 白醋 少許、白醋:少許,"1. 1.紅蘿蔔洗淨去皮切絲；薑洗淨切末；牛蒡洗淨去皮切絲，放入鹽水中浸泡，使用前撈出瀝乾水分，備用。
2. 2.熱鍋倒入葵花籽油，爆香作法1薑末，放入作法1牛蒡絲、紅蘿蔔絲略拌。
3. 3.於作法2鍋中放入所有調味料快速拌炒至入味，再撒上熟白芝麻拌勻即可。",,
F01-0725,【食譜】筍絲:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0725,https://d3l76hx23vw40a.cloudfront.net/recipe/ck84-036b.jpg,【材　料】、生筍絲:300公克、薑片:2片、蒜仁:3顆、高湯:500㏄、【調 味 料】、鹽:1/2小匙 雞粉 1/4小匙 冰糖 少許、雞粉:1/4小匙 冰糖 少許、冰糖:少許,"1. 1.生筍絲洗淨，泡水約30分鐘，再撈起放入沸水中汆燙約5分鐘，接著撈出瀝乾，備用。
2. 2.熱鍋，加入1大匙沙拉油，爆香薑片、蒜仁，再放入作法1的筍絲與高湯煮滾，續加入所有調味拌勻，轉小火煮約30分鐘至入味即可。",,
F01-1152,【食譜】法式洋蔥湯(2):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1152,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn53-028.jpg,【材　料】、洋蔥:2粒、蒜頭:3顆、清高湯:600㏄、【調 味 料】、威士忌:2大匙 月桂葉 2片 百里香 1小匙 砂糖 3大匙 奶油 1大匙、月桂葉:2片 百里香 1小匙 砂糖 3大匙 奶油 1大匙、百里香:1小匙 砂糖 3大匙 奶油 1大匙、砂糖:3大匙 奶油 1大匙、奶油:1大匙、,"1. 1.洋蔥洗淨切成細絲狀；蒜頭切片備用。
2. 2.取一個炒鍋，加入2大匙橄欖油，再加入作法1的洋蔥絲與蒜頭片，以小火慢炒至上色。
3. 3.作法2鍋中，加入砂糖一起炒，炒至洋蔥絲都呈金黃色。
4. 4.作法3鍋中加入所有調味料翻炒均勻，再倒入清高湯，以小火煮約15分鐘即可。",,
F01-1529,【食譜】芋頭糕(2):www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1529,https://d3l76hx23vw40a.cloudfront.net/recipe/whk082-008.jpg,【材　料】、芋頭:400公克、香菇:5朵、在來米粉:300公克、【調 味 料】、鹽:1小匙 細砂糖 1/2小匙 白胡椒粉 少許、細砂糖:1/2小匙 白胡椒粉 少許、白胡椒粉:少許、,"1. 1.芋頭去皮洗淨擦乾，切厚片再切丁；香菇洗淨泡軟去梗後切丁；在來米粉加水拌勻成粉漿。
2. 2.熱鍋，加入4大匙油，放入芋頭丁炒香，放入香菇丁再加入調味料，倒入水煮1分鐘。
3. 3.續於作法２的材料中加入粉漿攪拌均勻，再以小火拌至糊狀。電鍋中放入低鐵架，外鍋加入水2杯，放入模型。蓋上鍋蓋，煮至開關跳起，續燜約5分鐘，再於外鍋中加入1杯熱水，按下開關，跳起後再燜5分鐘。",,
F01-0793,【食譜】韓風辣味湯:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0793,https://d3l76hx23vw40a.cloudfront.net/recipe/ck93-034.jpg,【材　料】、柳松菇:50公克、金針菇:50公克、馬鈴薯:200公克、紅蘿蔔:100公克、黃豆芽:100公克、嫩豆腐:1/2塊、帶汁泡菜:150公克、蒜末:10公克、水:1000㏄、【調 味 料】、韓國細辣椒粉:5公克 韓式風味素 10公克 醬油 1大匙、韓式風味素:10公克 醬油 1大匙、醬油:1大匙,"1. 1.柳松菇洗淨撕成小朵；金針菇洗淨切成小段；馬鈴薯、紅蘿蔔均洗淨，去皮後切塊；黃豆芽洗淨；備用。
2. 2.嫩豆腐洗淨，以湯匙挖成小塊備用。
3. 3.熱鍋倒入2大匙麻油燒熱，加入蒜末、韓國細辣椒粉小火炒出香味，再加入帶汁泡菜和所有作法1處理好的材料拌炒均勻，加入水、韓式風味素、醬油和豆腐改中小火續煮20分鐘至風味釋出即可。",,
F01-1050,【食譜】茄汁紅白蘿蔔球:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1050,https://d3l76hx23vw40a.cloudfront.net/recipe/gy68-042b.jpg,【材　料】、白蘿蔔:300公克、紅蘿蔔:150公克、【調 味 料】、蕃茄醬:3大匙 砂糖 1大匙 水 200㏄、砂糖:1大匙 水 200㏄、水:200㏄,"1. 1.白蘿蔔和紅蘿蔔用挖球器挖成圓型球狀，放入滾水中燜煮約25分鐘至軟備用。
2. 2.取鍋，加入作法1材料和調味料煮至湯汁略乾即可。",,
F01-050,【食譜】酒釀白蘿蔔泡菜:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-050,https://d3l76hx23vw40a.cloudfront.net/recipe/kimchi-1111.jpg,【材　料】、白蘿蔔:2條、酒釀:1罐(約3杯)、【調 味 料】、鹽:2大匙 糖 1大匙、糖:1大匙,,,
F01-052,【食譜】柳橙蘿蔔泡菜:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-052,https://d3l76hx23vw40a.cloudfront.net/recipe/kimchi-1192.jpg,【材　料】、白蘿蔔:1個、柳橙:2個、柳橙皮絲:2大匙、【調 味 料】、1.鹽:1又1/2大匙 2.糖 2大匙、2.糖:2大匙,,,
F01-1570,【食譜】椒鹽芋絲:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1570,https://d3l76hx23vw40a.cloudfront.net/recipe/whk087-060b.jpg,【材　料】、芋頭:400公克、麵糊:中筋麵粉:200公克、糯米粉:50公克、泡打粉:1小匙、水:250㏄、【調 味 料】、鹽:1/2小匙、,"1. 1.芋頭削皮洗淨刨粗絲，泡入水中浸泡約10分鐘；所有麵糊材料拌勻，備用。
2. 2.撈出芋頭絲瀝乾水分，撒入鹽抓拌均勻。
3. 3.熱油鍋至油溫約160℃，依序取適量作法2芋頭絲，裹上麵糊後以小火炸至金黃酥脆狀即可。",,
F01-1212,【食譜】料多味美的羅宋湯:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1212,https://d3l76hx23vw40a.cloudfront.net/recipe/m327.jpg,【材　料】、牛肉丁:200g、紅羅蔔丁:100g、馬鈴薯丁:100g、洋蔥丁:100g、西洋芹:100g、小番茄:100g、高麗菜:50g、奶油:100g、水:3000cc、番茄醬:3茶匙、肉桂葉:2片、鹽:1/2茶匙,"1. 1.準備鍋子燒熱放入奶油，溶化後加入洋蔥丁讓洋蔥呈現透明狀即可，再把牛肉丁放入煮到變色就好
2. 2.之後把紅羅蔔丁、馬鈴薯丁、西洋芹、小番茄、高麗菜、水、鹽、番茄醬、肉桂葉一起加入鍋中，持續小火煮滾呈現濃稠感，這樣就完成羅宋湯",,
F01-1098,【食譜】芋泥紫米粥:www.ytower.com.tw,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1098,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn36-039.jpg,【材　料】、紫米:100公克、白米:100公克、芋頭:200公克、水:2000㏄、【調 味 料】、冰糖:120公克 細砂糖 少許、細砂糖:少許,"1. 1.紫米洗淨，泡水約6小時後瀝乾水份備用。
2. 2.白米洗淨並瀝乾水份備用。
3. 3.湯鍋中倒入水和作法1、作法2以中火拌煮至滾開，改小火加蓋燜煮約25分鐘，最後加入冰糖調味。
4. 4.芋頭洗淨，去皮後切片，放入電鍋內鍋中，外鍋加入1杯水煮至開關跳起，取出趁熱壓成泥狀並加入少許細砂糖調味，以湯匙挖取適量搓成圓球狀備用。
5. 5.將作法3盛入碗中，再放入1份作法4，食用時稍微攪拌均勻即可。",,
